"binom","body.size","rel.wing","resid.wing","range.size","bio1_mean","range.elev","max.mean.elev","min.mean.elev","max.elev","min.elev","max.min.elev","min.max.elev","max.mean.elev.finer","min.mean.elev.finer","range.elev.finer","bio6_mean"
"Orthemis_ferruginea",50.5,0.940567193557621,1.4419344357901,2.71e+12,186.9428795,2446.523160551,2448.322754,1.799593449,4021,-121,1751,7,2350.118827,-56.17515432,2406.29398132,29.84399694
"Pachydiplax_longipennis",36.5,0.996165658932795,2.8667648144665,5.98e+12,131.4233207,2709.167703257,2710.365723,1.198019743,4206,-171,1673,7,2837.547068,-56.17515432,2893.72222232,-43.94657746
"Paltothemis_lineatipes",50.5,0.967749870724759,2.32692384152769,1.01e+12,158.8021952,2406.6489335,2448.322754,41.6738205,4206,-79,1722,81,2880.12037,21.50279955,2858.61757045,8.602626682
"Pantala_flavescens",48.5,0.943836514569387,1.50502080553476,4.2e+12,137.4448067,2708.566129551,2710.365723,1.799593449,4187,-171,1722,4,2539.919753,-56.17515432,2596.09490732,-34.23253904
"Pantala_hymenaea",47.5,0.971190514893557,2.36942342064322,3.22e+12,137.9814682,2446.290180777,2448.322754,2.032573223,4206,-121,1751,7,2880.12037,-56.17515432,2936.29552432,-34.4964056
"Perithemis_domitia",23.5,0.906620367154323,-0.546035917593687,5.07e+11,190.7539609,1446.422985413,1451.703369,5.280383587,3536,-15,910,15,1363.25463,4.280285036,1358.974344964,38.56221211
"Perithemis_intensa",24.5,0.959164260423996,1.25007638915593,6.99e+11,194.5535244,2165.072411123,2171.444336,6.371924877,3536,-121,1751,15,2181.160494,-56.17515432,2237.33564832,47.37381841
"Perithemis_tenera",22.5,0.91928273885872,-0.163299306388037,4.39e+12,137.5302067,2708.566129551,2710.365723,1.799593449,4187,-171,1751,13,2354.290123,0.649727768,2353.640395232,-43.92935923
"Phyllocycla_breviphylla",58,0.857354746832715,-1.28226910317267,56934688769,222.8942352,1056.1377871,1135.60376,79.4659729,3054,0,66,233,361.6458333,24.49537037,337.15046293,99.83490448
"Phyllogomphoides_albrighti",61.5,0.886289219144992,-0.186444185246003,2.4e+11,202.1644211,1394.9756392,1451.703369,56.7277298,3536,1,700,163,1065.236111,24.08719136,1041.14891964,42.09507883
"Phyllogomphoides_stigmatus",67.5,0.878725035769743,-0.349723494164154,3.89e+11,183.0617882,1240.5905072,1297.318237,56.7277298,2282,2,1022,163,1141.095679,24.08719136,1117.00848764,3.662255759
"Plathemis_lydia",45,0.914512410462147,0.441778999987088,6.25e+12,108.2992944,2707.252724276,2710.365723,3.112998724,4206,-171,1753,13,2797.381173,1.797546012,2795.583626988,-73.01837117
"Plathemis_subornata",45.5,0.931277099459889,1.01827808077779,5.47e+11,122.3135172,2257.4157567,2366.115479,108.6997223,4206,-79,1580,214,2733.010802,133.3063272,2599.7044748,-55.15645128
"Progomphus_alachuensis",54.5,0.870701685356195,-0.871271830008125,43296054674,214.0614967,8.47830582,28.52541733,20.04711151,89,-4,2,71,47.18209877,13.01157407,34.1705247,78.14739132
"Progomphus_bellei",57,0.879372490221637,-0.513859330884493,42115189949,186.5452423,22.93460846,47.94141388,25.00680542,110,-3,0,66,47.07716049,19.78395062,27.29320987,30.80439404
"Progomphus_borealis",59,0.808291011755215,-3.09386476622185,6.28e+11,160.0165448,2116.1745685,2157.848389,41.6738205,4206,-83,1418,372,2138.991512,6.344135802,2132.647376198,6.439219695
"Progomphus_obscurus",50,0.873646877554422,-0.861699319420086,1.51e+12,140.071938,1270.51403855,1284.792603,14.27856445,1676,-72,1022,44,1142.758488,2.490974729,1140.267513271,-42.97053111
"Pseudoleon_superbus",41.5,0.934387157001731,1.02005880766599,1.01e+12,190.2168575,2069.44109369,2109.089844,39.64875031,3674,-79,1722,178,2353.79784,40.3587963,2313.4390437,36.79695741
"Remartinia_luteipennis",78,0.883728464505984,-0.0134354243306819,1.55e+11,180.241915,1537.5865479,2171.444336,633.8577881,3536,119,1751,1787,2318.672068,576.9837963,1741.6882717,35.77217175
"Rhionaeschna_californica",60.5,0.916774815902096,0.845912735015133,7.88e+11,81.32533698,2061.5896075,2103.263428,41.6738205,4072,-89,1563,81,2294.989969,5.593380615,2289.396588385,-52.00907848
"Rhionaeschna_dugesi",72,0.917063251405666,1.0481699469566,1.06e+11,148.5234001,910.564575,2164.66748,1254.102905,3536,314,1644,2432,2428.205247,664.3348765,1763.8703705,-19.33567982
"Rhionaeschna_multicolor",67,0.897273898380973,0.290922232797395,2.4e+12,115.9243928,2974.2165605,3015.890381,41.6738205,4228,-121,2118,81,3269.871914,-56.17515432,3326.04706832,-45.85974381
"Rhionaeschna_mutata",75,0.894207374639047,0.309343686026918,5.26e+11,86.37045298,722.51297763,791.9666138,69.45363617,1438,-16,303,261,1041.727623,17.60677083,1024.12085217,-99.8525483
"Rhionaeschna_psilus",59,0.901598261814044,0.299621081165336,1.98e+11,205.5885035,1592.908784687,1602.488159,9.579374313,3536,-2,910,29,1598.783179,5.799190283,1592.983988717,55.78571758
"Somatochlora_albicincta",48.5,0.880502514327904,-0.652589143908332,8.12e+11,-1.550170512,2085.66227513,2113.229492,27.56721687,4275,-19,1029,69,2272.608796,12.50045005,2260.10834595,-196.7451039
"Somatochlora_brevicincta",48.5,0.876244101272844,-0.803182742902595,1.17e+11,8.018228559,1412.79656572,1458.288696,45.49213028,2291,-2,702,103,1706.202932,32.56213018,1673.64080182,-202.7182755
"Somatochlora_calverti",51,0.914921615711606,0.594117494461699,10642455822,194.9447937,0,46.31188202,46.31188202,110,0,0,110,56.78009259,38.60570988,18.17438271,40.99639893
"Somatochlora_cingulata",61.5,0.876641253622242,-0.526438689226077,6.15e+11,16.94754154,1169.7089963,1201.841187,32.1321907,2481,-6,866,103,1510.090278,30.27029703,1479.81998097,-200.716861
"Somatochlora_elongata",57,0.886340217094362,-0.268704569199365,6.06e+11,45.16849079,781.22769931,791.9666138,10.73891449,1929,-8,447,30,1043.031636,13.69088099,1029.34075501,-159.8482758
"Somatochlora_ensigera",49.5,0.90373788420219,0.179058153050032,1.5e+11,68.59576461,844.6664119,1054.419189,209.7527771,2022,148,854,271,972.4992284,207.8927469,764.6064815,-153.674706
"Somatochlora_filosa",60.5,0.902174925964908,0.347251955143914,2.86e+11,160.6208173,127.555857671,132.7788849,5.223027229,536,-78,51,17,115.7708333,4.484599589,111.286233711,-3.160325034
"Somatochlora_forcipata",47,0.891910534276641,-0.287468920814772,4.93e+11,35.99690373,613.93237301,638.3775024,24.44512939,1834,-6,447,93,933.6149691,31.67669753,901.93827157,-169.678158
